"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","f1","f2"
"1","query_1",TRUE,1.21163428406995e-95,10460,2931,1755,0.598771750255885,0.167782026768642,"GO:0005515","GO:MF","protein binding",25063,1492,0.26211634680009,0.000838322867035545
"2","query_1",TRUE,3.33974713509978e-106,11561,2989,1848,0.618266978922717,0.159847764034253,"GO:0005737","GO:CC","cytoplasm",26995,309,0.254020618556701,0.000798722562550933
"3","query_1",TRUE,2.07984253037539e-68,6589,2978,1142,0.383478844862324,0.173319168310821,"GO:0048518","GO:BP","positive regulation of biological process",26944,13226,0.238737326225567,0.000865617768358563
"4","query_1",TRUE,5.36645576663224e-56,16378,2931,2293,0.782326850904128,0.140004884601294,"GO:0005488","GO:MF","binding",25063,1480,0.237505826298617,0.000699711372873078
"5","query_1",TRUE,2.36699406346755e-66,5364,2978,976,0.327736736064473,0.181953765846383,"GO:0051179","GO:BP","localization",26944,14002,0.23399664349077,0.000908507859616919
"6","query_1",TRUE,1.15308910801027e-62,5744,2978,1015,0.340832773673606,0.176706128133705,"GO:1901564","GO:BP","organonitrogen compound metabolic process",26944,22098,0.232744783306581,0.000882386947975683
"7","query_1",TRUE,7.98781106872408e-58,6078,2978,1043,0.350235057085292,0.171602500822639,"GO:0048522","GO:BP","positive regulation of cellular process",26944,13230,0.230344522968198,0.000856962802227282
"8","query_1",TRUE,8.55348432981862e-46,13527,2978,1872,0.628609805238415,0.138389886892881,"GO:0065007","GO:BP","biological regulation",26944,16384,0.226840351408664,0.00069156880832572
"9","query_1",TRUE,2.29534443632757e-55,17412,2989,2311,0.773168283706925,0.132724557776246,"GO:0005622","GO:CC","intracellular anatomical structure",26995,237,0.226557521690113,0.000663338111989327
"10","query_1",TRUE,3.21812309757569e-43,13144,2978,1820,0.61114842175957,0.138466220328667,"GO:0050789","GO:BP","regulation of biological process",26944,13687,0.225778439399578,0.000691939174744676
"11","query_1",TRUE,8.02299499668864e-65,3936,2978,776,0.260577568838146,0.197154471544715,"GO:0006950","GO:BP","response to stress",26944,2613,0.224472085623373,0.000983911275547142
"12","query_1",TRUE,3.92637248539895e-39,5738,2931,971,0.331286250426476,0.169222725688393,"GO:0003824","GO:MF","catalytic activity",25063,368,0.224016610912447,0.000845034508476671
"13","query_1",TRUE,1.52555089187792e-38,10506,2978,1505,0.505372733378106,0.143251475347421,"GO:0050896","GO:BP","response to stimulus",26944,13774,0.223227528923168,0.000715750165621259
"14","query_1",TRUE,3.39443212188515e-34,6255,2931,1019,0.347662913681337,0.16290967226219,"GO:0036094","GO:MF","small molecule binding",25063,5395,0.221859351186588,0.000813595264699906
"15","query_1",TRUE,2.7129343948313e-54,4696,2978,850,0.285426460711887,0.181005110732538,"GO:0051234","GO:BP","establishment of localization",26944,14032,0.221527234818869,0.000903593004701873
"16","query_1",TRUE,9.30434515829592e-35,12593,2978,1723,0.578576225654802,0.136822043992694,"GO:0050794","GO:BP","regulation of cellular process",26944,13691,0.221308843362661,0.000683706011970212
"17","query_1",TRUE,4.4945211471641e-34,14435,2989,1920,0.642355302776848,0.133010045029442,"GO:0043231","GO:CC","intracellular membrane-bounded organelle",26995,1883,0.220385674931129,0.000664706129784911
"18","query_1",TRUE,1.24088710389804e-34,10191,2989,1450,0.485112077617932,0.142282406044549,"GO:0016020","GO:CC","membrane",26995,720,0.220030349013657,0.000710890773103521
"19","query_1",TRUE,3.09335615723063e-33,6018,2931,984,0.335721596724667,0.163509471585244,"GO:0043167","GO:MF","ion binding",25063,5721,0.219912839423399,0.000816553125120585
"20","query_1",TRUE,2.52469066324578e-33,14934,2989,1970,0.659083305453329,0.131913753850275,"GO:0043227","GO:CC","membrane-bounded organelle",26995,1879,0.219829269653518,0.000659238907008663
"21","query_1",TRUE,3.22639704474105e-33,15836,2989,2065,0.690866510538642,0.130399090679465,"GO:0043229","GO:CC","intracellular organelle",26995,1881,0.219389110225764,0.000651687942778958
"22","query_1",TRUE,1.40360595706195e-32,16169,2989,2097,0.701572432251589,0.129692621683468,"GO:0043226","GO:CC","organelle",26995,1878,0.218916379580332,0.000648163559762488
"23","query_1",TRUE,1.82995010966268e-53,4397,2978,807,0.270987239758227,0.183534227882647,"GO:0006810","GO:BP","transport",26944,2519,0.218847457627119,0.000916119965171548
"24","query_1",TRUE,2.90179773647421e-62,22653,2989,2800,0.936768149882904,0.1236039376683,"GO:0110165","GO:CC","cellular anatomical entity",26995,3439,0.218391701115358,0.00061781589064394
"25","query_1",TRUE,7.00185905264057e-54,3987,2978,752,0.252518468770987,0.18861299222473,"GO:0048583","GO:BP","regulation of response to stimulus",26944,13279,0.215936826992103,0.000941307240430147
"26","query_1",TRUE,1.02276313870115e-39,5966,2978,965,0.324042981867025,0.161749916191753,"GO:0048519","GO:BP","negative regulation of biological process",26944,13227,0.215787119856887,0.000807741596348506
"27","query_1",TRUE,1.52833073450062e-29,20967,2978,2561,0.859973136333109,0.122144322029856,"GO:0009987","GO:BP","cellular process",26944,3849,0.213906869910211,0.000610504830997912
"28","query_1",TRUE,1.02446333467883e-67,2819,2978,620,0.208193418401612,0.21993614757006,"GO:0002376","GO:BP","immune system process",26944,913,0.213903743315508,0.00109678412281152
"29","query_1",TRUE,5.71932155605788e-45,4698,2978,820,0.275352585627938,0.174542358450404,"GO:0019538","GO:BP","protein metabolic process",26944,6075,0.213652944241793,0.000871330979322891
"30","query_1",TRUE,1.68919638926104e-20,14364,2978,1844,0.619207521826729,0.128376496797549,"GO:0008152","GO:BP","metabolic process",26944,3159,0.212662899319571,0.000641549962442886
"31","query_1",TRUE,2.28877657560976e-31,6854,2978,1041,0.349563465413029,0.151882112634958,"GO:0032502","GO:BP","developmental process",26944,7884,0.211757526444264,0.000758586565949301
"32","query_1",TRUE,3.74624345418219e-30,6882,2978,1039,0.348891873740766,0.150973554199361,"GO:0019222","GO:BP","regulation of metabolic process",26944,5789,0.210750507099391,0.000754052031767435
"33","query_1",TRUE,5.53536122235007e-34,5599,2978,896,0.300873069173942,0.160028576531523,"GO:0048523","GO:BP","negative regulation of cellular process",26944,13231,0.208930861606622,0.000799080344139647
"34","query_1",TRUE,3.2542976616432e-15,12143,2978,1567,0.526192075218267,0.129045540640698,"GO:0006807","GO:BP","nitrogen compound metabolic process",26944,2516,0.207261424508961,0.000644832349761675
"35","query_1",TRUE,4.22144776325262e-13,13942,2978,1751,0.587978509066488,0.125591737196959,"GO:0071704","GO:BP","organic substance metabolic process",26944,17374,0.206973995271868,0.000627623536276891
